mcf:sourceMediumPath,mcf:totalConversions,mcf:totalConversionValue
letv.com / referral -> (direct) / (none),272,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none),85,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),93,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> 211.140.10.213:3438 / referral -> (direct) / (none) -> 211.140.10.213:3438 / referral,17,0.0
letv.com / referral -> (direct) / (none) -> letv.com / referral,17,0.0
letv.com / referral -> (direct) / (none) -> v.youku.com / referral,17,0.0
letv.com / referral -> Tudou / pre-roll,17,0.0
letv.com / referral -> iQiyi / pre-roll,25,0.0
letv.com / referral -> letv.com / referral,288,0.0
letv.com / referral -> tudou.com / referral,17,0.0
letv.com / referral -> iqiyi.com / referral,17,0.0
letv.com / referral -> 222.83.8.5 / referral,17,0.0
letv.com / referral -> v.youku.com / referral,17,0.0
letv.com / referral -> static.youku.com / referral,17,0.0
letv.com / referral -> player.letvcdn.com / referral,34,0.0
letv.com / referral -> player.letvcdn.com / referral -> letv.com / referral,17,0.0
qiyi.com / referral,34,0.0
sz.js.cn / referral,68,0.0
t66y.com / referral,17,0.0
t.qq.com / referral,17,0.0
v.qq.com / referral,102,0.0
361dy.cc / referral,17,0.0
ah.189.cn / referral,85,0.0
chosun.us / referral,34,0.0
go8pm.com / referral,17,0.0
iqiyi.com / referral,157815,0.0
iqiyi.com / referral -> baidu / cpc,882,0.0
iqiyi.com / referral -> baidu / cpc -> baidu / cpc,34,0.0
iqiyi.com / referral -> pps / video,34,0.0
iqiyi.com / referral -> Qzone / share,17,0.0
iqiyi.com / referral -> iqiyi / video,244,0.0
iqiyi.com / referral -> iqiyi / video -> iqiyi / banner,17,0.0
iqiyi.com / referral -> tudou / video,101,0.0
iqiyi.com / referral -> youku / video,25,0.0
iqiyi.com / referral -> iqiyi / banner,128,0.0
iqiyi.com / referral -> tudou / banner,85,0.0
iqiyi.com / referral -> youku / banner,17,0.0
iqiyi.com / referral -> (direct) / (none),2637,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none),458,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),178,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),110,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),68,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> iqiyi.com / referral,17,0.0
iqiyi.com / referral -> (direct) / (none) -> iqiyi.com / referral,110,0.0
iqiyi.com / referral -> (direct) / (none) -> iqiyi.com / referral -> (direct) / (none),17,0.0
iqiyi.com / referral -> Youku / pre-roll,34,0.0
iqiyi.com / referral -> iQiyi / pre-roll,161,0.0
iqiyi.com / referral -> letv.com / referral,17,0.0
iqiyi.com / referral -> iqiyi.com / referral,1498,0.0
iqiyi.com / referral -> iqiyi.com / referral -> iqiyi / video,17,0.0
iqiyi.com / referral -> iqiyi.com / referral -> (direct) / (none),59,0.0
iqiyi.com / referral -> iqiyi.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
iqiyi.com / referral -> iqiyi.com / referral -> (direct) / (none) -> iqiyi.com / referral -> iqiyi.com / referral,51,0.0
iqiyi.com / referral -> iqiyi.com / referral -> iqiyi.com / referral,85,0.0
iqiyi.com / referral -> tudou.com / referral,127,0.0
iqiyi.com / referral -> tudou.com / referral -> baidu / cpc,17,0.0
iqiyi.com / referral -> tudou.com / referral -> tudou.com / referral,17,0.0
iqiyi.com / referral -> hao.360.cn / referral,17,0.0
iqiyi.com / referral -> js.tudouui.com / referral,42,0.0
iqiyi.com / referral -> player.letvcdn.com / referral,51,0.0
kpopn.com / referral,93,0.0
libug.net / referral,67,0.0
phnoy.com / referral,17,0.0
so.360.cn / referral,25,0.0
tudou.com / referral,123823,0.0
tudou.com / referral -> baidu / cpc,279,0.0
tudou.com / referral -> pps / banner,17,0.0
tudou.com / referral -> iqiyi / video,51,0.0
tudou.com / referral -> tudou / video,1192,0.0
tudou.com / referral -> tudou / video -> baidu / cpc,42,0.0
tudou.com / referral -> tudou / video -> tudou / video,17,0.0
tudou.com / referral -> tudou / video -> tudou / video -> js.tudouui.com / referral,42,0.0
tudou.com / referral -> tudou / video -> (direct) / (none),34,0.0
tudou.com / referral -> youku / video,153,0.0
tudou.com / referral -> tudou / banner,93,0.0
tudou.com / referral -> (direct) / (none),2046,0.0
tudou.com / referral -> (direct) / (none) -> pps / clientend,17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none),170,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> tudou / video,17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> tudou / video -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> tudou / video -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> tudou / video -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> tudou.com / referral,273,0.0
tudou.com / referral -> (direct) / (none) -> tudou.com / referral -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> (direct) / (none) -> tudou.com / referral -> (direct) / (none) -> (direct) / (none) -> tudou / video,17,0.0
tudou.com / referral -> iqiyi.com / referral,186,0.0
tudou.com / referral -> tudou.com / referral,1574,0.0
tudou.com / referral -> tudou.com / referral -> baidu / cpc,17,0.0
tudou.com / referral -> tudou.com / referral -> (direct) / (none),59,0.0
tudou.com / referral -> tudou.com / referral -> (direct) / (none) -> youku / video,42,0.0
tudou.com / referral -> tudou.com / referral -> (direct) / (none) -> (direct) / (none),17,0.0
tudou.com / referral -> tudou.com / referral -> tudou.com / referral,42,0.0
tudou.com / referral -> js.tudouui.com / referral,17,0.0
tudou.com / referral -> player.letvcdn.com / referral,17,0.0
v.26vv.cn / referral,17,0.0
weibo.com / referral,1554,0.0
weibo.com / referral -> weibo.com / referral,17,0.0
x2dsj.com / referral,17,0.0
1qdisk.com / referral,17,0.0
222.83.8.3 / referral,17,0.0
222.83.8.4 / referral,34,0.0
222.83.8.5 / referral,42,0.0
58.56.19.3 / referral,42,0.0
58.56.19.4 / referral,17,0.0
58.56.19.5 / referral,34,0.0
58.56.19.6 / referral,17,0.0
8585tv.com / referral,42,0.0
mytoday.us / referral,59,0.0
netsko.com / referral,119,0.0
olangal.co / referral,17,0.0
adquan.com / referral,519,0.0
adquan.com / referral -> (direct) / (none),17,0.0
adquan.com / referral -> adquan.com / referral,17,0.0
adquan.com / referral -> en.campaignchina.com / referral,25,0.0
c.t.qq.com / referral,17,0.0
cdbook.org / referral,34,0.0
douban.com / referral,729,0.0
douban.com / referral -> baidu / cpc,25,0.0
douban.com / referral -> snickers.com.cn / referral,42,0.0
douban.com / referral -> (direct) / (none),25,0.0
ebenta.com / referral,17,0.0
hk-pub.com / referral,42,0.0
kankan.com / referral,17833,0.0
kankan.com / referral -> baidu / cpc,34,0.0
kankan.com / referral -> baidu / cpc -> baidu / cpc,17,0.0
kankan.com / referral -> (direct) / (none),153,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none),34,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
kankan.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
kankan.com / referral -> kankan.com / referral,256,0.0
kaplog.com / referral,59,0.0
kd0351.com / referral,101,0.0
pnoytv.com / referral,17,0.0
qogluk.com / referral -> youku / video,17,0.0
redspot.tv / referral,42,0.0
renren.com / referral,77,0.0
tvboza.com / referral,76,0.0
tamilo.com / referral,34,0.0
xunlei.com / referral,15393,0.0
xunlei.com / referral -> baidu / cpc,17,0.0
xunlei.com / referral -> pptv / video,17,0.0
xunlei.com / referral -> (direct) / (none),220,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),51,0.0
xunlei.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
xunlei.com / referral -> kankan.com / referral,221,0.0
xunlei.com / referral -> kankan.com / referral -> kankan.com / referral,94,0.0
xunlei.com / referral -> xunlei.com / referral,68,0.0
xemphim.in / referral,17,0.0
xiaoyao.tv / referral,17,0.0
z.t.qq.com / referral,17,0.0
192.168.1.1 / referral,17,0.0
61.135.22.5 / referral,34,0.0
op.17dm.com / referral,25,0.0
curvage.org / referral,42,0.0
e.weibo.com / referral,575,0.0
e.weibo.com / referral -> e.weibo.com / referral,42,0.0
e.weibo.com / referral -> e.weibo.com / referral -> e.weibo.com / referral,42,0.0
epdrama.com / referral,17,0.0
h2w.iask.cn / referral,85,0.0
interval.in / referral,17,0.0
kynepal.com / referral,17,0.0
koreayh.com / referral,51,0.0
kshowgo.net / referral,42,0.0
lol.178.com / referral,17,0.0
s.weibo.com / referral,34,0.0
tubeplus.me / referral,17,0.0
tee-pak.net / referral,162,0.0
v.youku.com / referral,10272,0.0
v.youku.com / referral -> tudou / video,34,0.0
v.youku.com / referral -> (direct) / (none),93,0.0
v.youku.com / referral -> v.youku.com / referral,93,0.0
v.youku.com / referral -> v.youku.com / referral -> v.youku.com / referral,17,0.0
wurinet.com / referral,213,0.0
womenkr.net / referral,17,0.0
mapledos.com / referral,17,0.0
brain.com.tw / referral,111,0.0
dp.tudou.com / referral,17,0.0
dramasub.com / referral,42,0.0
dramovie.com / referral,42,0.0
fulldizi.com / referral,17,0.0
gmodules.com / referral,17,0.0
joovideo.net / referral,17,0.0
joovideo.com / referral,127,0.0
jsyz.vnet.cn / referral,17,0.0
kathoram.com / referral,34,0.0
koreanatv.us / referral,17,0.0
pinoy365.com / referral,77,0.0
rajtamil.com / referral,17,0.0
somsatang.us / referral,17,0.0
tubebibo.net / referral,34,0.0
vod.fjdh.com / referral -> vod.fjdh.com / referral,25,0.0
119.60.11.97 / referral,17,0.0
68design.net / referral,162,0.0
119.6.119.154 / referral,17,0.0
119.60.11.184 / referral,34,0.0
123.139.0.131 / referral,17,0.0
131.253.14.66 / referral,17,0.0
58.17.163.138 / referral,34,0.0
cooltamil.com / referral,17,0.0
dn.duowan.com / referral,17,0.0
dramabada.net / referral,17,0.0
dramaidol.com / referral,17,0.0
event.mosh.cn / referral,152,0.0
event.mosh.cn / referral -> event.mosh.cn / referral,17,0.0
ionsesang.com / referral,25,0.0
k-popblog.com / referral,17,0.0
koreanatv.com / referral,25,0.0
lambingan.net / referral,17,0.0
lol.tgbus.com / referral,17,0.0
pinoymovie.co / referral,17,0.0
play.v.61.com / referral,17,0.0
123andhracinema.blogspot.co.uk / referral,42,0.0
youtubewatchmoviez.blogspot.in / referral,17,0.0
youtubewatchmoviez.blogspot.kr / referral,17,0.0
youtubewatchmoviez.blogspot.kr / referral -> youtubewatchmoviez.blogspot.kr / referral,17,0.0
movies-pinoyalaktv.blogspot.com / referral,59,0.0
translate.googleusercontent.com / referral,34,0.0
youtubewatchmoviez.blogspot.com / referral,42,0.0
172.15.0.205:3438 / referral,17,0.0
10.255.130.2:3438 / referral,119,0.0
10.255.130.2:3438 / referral -> (direct) / (none),17,0.0
mv.mylove1314.net / referral,17,0.0
bbs.rollerfun.net / referral,17,0.0
c.admaster.com.cn / referral,17,0.0
campaignchina.com / referral,118,0.0
douga.maniaga.com / referral,17,0.0
e.cn.miaozhen.com / referral,356,0.0
e.cn.miaozhen.com / referral -> e.cn.miaozhen.com / referral,17,0.0
honglingjin.co.uk / referral,144,0.0
pinoychatzone.org / referral,17,0.0
pinoytvreplay.net / referral,59,0.0
pinaytambayan.com / referral,59,0.0
rwd.ogilvy.com.cn / referral,17,0.0
user.qzone.qq.com / referral,84,0.0
61.182.172.6:22050 / referral,25,0.0
bbs.pcgames.com.cn / referral,17,0.0
filmshowonline.net / referral,17,0.0
pinoymovies101.com / referral,136,0.0
pinoymovies101.com / referral -> pinoymovies101.com / referral,17,0.0
player.hz.letv.com / referral,119,0.0
player.hz.letv.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral,21084,0.0
player.letvcdn.com / referral -> baidu / cpc,76,0.0
player.letvcdn.com / referral -> baidu / cpc -> baidu / cpc,34,0.0
player.letvcdn.com / referral -> iqiyi / video,17,0.0
player.letvcdn.com / referral -> iqiyi / video -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> baidu / organic,34,0.0
player.letvcdn.com / referral -> (direct) / (none),323,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none),51,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),102,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),42,0.0
